"sNR","mode","MHz","rxTime","senderDXCC","flowStartSeconds","senderCallsign","senderLocator","receiverCallsign","receiverLocator","receiverAntennaInformation","senderDXCCADIF","submode"
-7,"FT8","14.075026","2025-11-03 00:03:12","Argentina",1762128192,"LU7DZ","GF11FX","CE4KS","FF33WJ","Dipole",100,
-20,"FT8","14.075003","2025-11-03 00:03:12","Argentina",1762128192,"LU7DZ","GF11FX","CE3UOB","FF46KO",,100,
-16,"FT8","14.074987","2025-11-03 00:03:14","Argentina",1762128194,"LU7DZ","GF11FX","LU1MQF","FF55uj04hx","Dipole",100,
-18,"FT8","14.075000","2025-11-03 00:03:14","Argentina",1762128194,"LU7DZ","GF11FX","N8HRZ","EN91pe03",,100,
-14,"FT8","14.075059","2025-11-03 00:03:14","Argentina",1762128194,"LU7DZ","GF11FX","LU5MM","FF56SW",,100,
-14,"FT8","14.075021","2025-11-03 00:07:44","Argentina",1762128464,"LU7DZ","GF11FX","PY2OYA","GG67kc",,100,
-10,"FT8","14.074996","2025-11-03 00:11:41","Argentina",1762128701,"LU7DZ","GF11FX","PY5XT","GG54JO","Dipole",100,
-10,"FT8","14.074996","2025-11-03 00:11:41","Argentina",1762128701,"LU7DZ","GF11FX","ZW5B","GG54KL","Dipole",100,
-1,"FT8","18.101064","2025-11-03 00:16:42","Argentina",1762129002,"LU7DZ","GF11FX","LU1VDF","FE48GV",,100,
-18,"FT8","14.075031","2025-11-03 00:16:43","Argentina",1762129003,"LU7DZ","GF11FX","PP5KE","GG52pm","Vertical",100,
-16,"FT8","14.075015","2025-11-03 00:22:42","Argentina",1762129362,"LU7DZ","GF11FX","PY5RCB","GG46AN","Dipole",100,
-17,"FT8","14.075008","2025-11-03 00:30:14","Argentina",1762129814,"LU7DZ","GF11FX","PP5DE","GG53he",,100,
-19,"FT8","14.075050","2025-11-03 00:30:15","Argentina",1762129815,"LU7DZ","GF11FX","PY2GR","GG57nx01","Dipole",100,
-19,"FT8","14.074999","2025-11-03 00:31:14","Argentina",1762129874,"LU7DZ","GF11FX","PY2EW","GG66it",,100,
-22,"FT8","14.075003","2025-11-03 00:34:14","Argentina",1762130054,"LU7DZ","GF11FX","CE3UOB","FF46KO",,100,
-12,"FT8","14.075029","2025-11-03 00:38:42","Argentina",1762130322,"LU7DZ","GF11FX","CE4KS","FF33WJ","Dipole",100,
-16,"FT8","14.075031","2025-11-03 00:38:43","Argentina",1762130323,"LU7DZ","GF11FX","PP5KE","GG52pm","Vertical",100,
-23,"FT8","14.075029","2025-11-03 00:38:44","Argentina",1762130324,"LU7DZ","GF11FX","CE3HXY","FF46qm",,100,
-13,"FT8","14.075028","2025-11-03 01:00:12","Argentina",1762131612,"LU7DZ","GF11FX","CE4KS","FF33WJ","Dipole",100,
-8,"FT8","14.075078","2025-11-03 01:00:13","Argentina",1762131613,"LU7DZ","GF11FX","LW2DJM","GF12EA",,100,
-1,"FT8","50.314022","2025-11-03 01:06:28","Argentina",1762131988,"LU7DZ","GF11FX","LU3EKW","GF11fx",,100,
-8,"FT8","50.314118","2025-11-03 01:28:58","Argentina",1762133338,"LU7DZ","GF11FX","LU3EKW","GF11fx",,100,
-20,"FT8","14.075078","2025-11-03 01:30:43","Argentina",1762133443,"LU7DZ","GF11FX","CX5CDV","GF15",,100,
-10,"FT8","14.075001","2025-11-03 01:30:44","Argentina",1762133444,"LU7DZ","GF11FX","PY2GZ","GG66pr",,100,
-19,"FT8","14.075001","2025-11-03 01:30:44","Argentina",1762133444,"LU7DZ","GF11FX","N8HRZ","EN91pe03",,100,
-6,"FT8","3.573818","2025-11-03 01:32:29","Argentina",1762133549,"LU7DZ","GF11FX","LU9DA","GF11fx27ru","Dipole",100,
-17,"FT8","14.075028","2025-11-03 01:36:44","Argentina",1762133804,"LU7DZ","GF11FX","CE4KS","FF33WJ","Dipole",100,
-22,"FT8","14.075007","2025-11-03 01:36:44","Argentina",1762133804,"LU7DZ","GF11FX","PP5DE","GG53he",,100,
-19,"FT8","14.075002","2025-11-03 01:37:41","Argentina",1762133861,"LU7DZ","GF11FX","PY5LUI","GG54IO",,100,
-20,"FT8","14.075026","2025-11-03 01:37:44","Argentina",1762133864,"LU7DZ","GF11FX","LU5MM","FF56SW",,100,
-15,"FT8","14.075009","2025-11-03 01:42:42","Argentina",1762134162,"LU7DZ","GF11FX","PY2DN","GG66sj44",,100,
-19,"FT8","14.075051","2025-11-03 01:52:14","Argentina",1762134734,"LU7DZ","GF11FX","PY2GR","GG57nx01","Dipole",100,
-24,"FT8","14.075019","2025-11-03 01:52:41","Argentina",1762134761,"LU7DZ","GF11FX","KM4AF","EM84MQ","Dipole",100,
,"FT8","14.075000","2025-11-03 01:54:00","Argentina",1762134840,"LU7DZ","GF11FX","DP0GVN","IB59ui60","Horizontal Triangle 250m asl",100,
-17,"FT8","14.075003","2025-11-03 01:54:15","Argentina",1762134855,"LU7DZ","GF11FX","XQ2OP","FG40IA","Dipole",100,
-17,"FT8","14.075008","2025-11-03 01:56:44","Argentina",1762135004,"LU7DZ","GF11FX","PP5DE","GG53he",,100,
-2,"FT8","14.074649","2025-11-03 02:10:58","Brazil",1762135858,"PY3TX","GG40WB","LU7DZ","GF11FX",,108,
-8,"FT8","14.075005","2025-11-03 02:18:42","Argentina",1762136322,"LU7DZ","GF11FX","XQ3MCC","FF46RO","MOSLEY TA-53 / 50mhz LFA 6 element / G5RV JR 40-10 / Mag Loop 80/40",100,
-20,"FT8","14.074998","2025-11-03 02:18:43","Argentina",1762136323,"LU7DZ","GF11FX","PP5AX","GG53nr",,100,
-16,"FT8","14.091008","2025-11-03 02:18:43","Argentina",1762136323,"LU7DZ","GF11FX","PP5DE","GG53he",,100,
-18,"FT8","14.074205","2025-11-03 02:36:57","Chile",1762137417,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-19,"FT8","14.075007","2025-11-03 02:47:14","Argentina",1762138034,"LU7DZ","GF11FX","LU1EAF","GF11fw",,100,
-14,"FT8","14.075018","2025-11-03 02:47:14","Argentina",1762138034,"LU7DZ","GF11FX","CE3TSK","FF46qp","18m vertical",100,
-17,"FT8","14.074999","2025-11-03 02:53:14","Argentina",1762138394,"LU7DZ","GF11FX","PP5AX","GG53nr",,100,
-14,"FT8","14.074998","2025-11-03 02:53:14","Argentina",1762138394,"LU7DZ","GF11FX","PY2GZ","GG66pr",,100,
-17,"FT8","14.075029","2025-11-03 03:01:12","Argentina",1762138872,"LU7DZ","GF11FX","CE4KS","FF33WJ","Dipole",100,
-16,"FT8","14.075078","2025-11-03 03:01:13","Argentina",1762138873,"LU7DZ","GF11FX","LW2DJM","GF12EA",,100,
-24,"FT8","14.075001","2025-11-03 03:01:14","Argentina",1762138874,"LU7DZ","GF11FX","PT2ND","GH64bg80",,100,
-15,"FT8","14.074996","2025-11-03 03:01:14","Argentina",1762138874,"LU7DZ","GF11FX","K2GT","BK29ln",,100,
-20,"FT8","14.074204","2025-11-03 03:03:57","Chile",1762139037,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-21,"FT8","14.075288","2025-11-03 03:17:26","Chile",1762139846,"CE3BT","FF46qn","LU7DZ","GF11FX",,112,
-14,"FT8","14.074998","2025-11-03 03:19:43","Argentina",1762139983,"LU7DZ","GF11FX","PP5AX","GG53nr",,100,
-16,"FT8","14.075003","2025-11-03 03:19:45","Argentina",1762139985,"LU7DZ","GF11FX","XQ7UP/3","FF46qn",,100,
-10,"FT8","14.075003","2025-11-03 03:25:44","Argentina",1762140344,"LU7DZ","GF11FX","CE3BT","FF46qn",,100,
-17,"FT8","14.074997","2025-11-03 03:25:44","Argentina",1762140344,"LU7DZ","GF11FX","PY2GZ","GG66pr",,100,
-20,"FT8","14.075047","2025-11-03 03:28:12","Brazil",1762140492,"PY5NT","GG54","LU7DZ","GF11FX",,108,
-7,"FT8","14.075235","2025-11-03 03:55:58","Brazil",1762142158,"PY5EG","GG54in77","LU7DZ","GF11FX",,108,
-8,"FT8","14.074998","2025-11-03 03:59:41","Argentina",1762142381,"LU7DZ","GF11FX","PY5EG","GG54in77","Dipole",100,
-11,"FT8","14.074753","2025-11-03 04:08:27","Brazil",1762142907,"PY2KP","GG66rk41rr","LU7DZ","GF11FX",,108,
-19,"FT8","14.074997","2025-11-03 04:58:44","Argentina",1762145924,"LU7DZ","GF11FX","LU7PBO","FF58RL","Dipole",100,
-22,"FT8","14.075285","2025-11-03 05:13:58","Chile",1762146838,"XQ2OP","FG40IA","LU7DZ","GF11FX",,112,
-12,"FT8","14.075004","2025-11-03 05:24:42","Argentina",1762147482,"LU7DZ","GF11FX","XQ2OP","FG40IA","Dipole",100,
-21,"FT8","14.074999","2025-11-03 05:24:44","Argentina",1762147484,"LU7DZ","GF11FX","PY2GZ","GG66pr",,100,
-20,"FT8","14.075350","2025-11-03 05:38:27","Chile",1762148307,"XQ2OP","FG40IA","LU7DZ","GF11FX",,112,
-18,"FT8","14.074997","2025-11-03 06:51:14","Argentina",1762152674,"LU7DZ","GF11FX","JE2CGR","PM85kt","MultiBand 3ele Yagi",100,
-8,"FT8","14.075002","2025-11-03 07:01:00","Argentina",1762153260,"LU7DZ","GF11FX","PP5ZX","GG43no","R-8 vertical",100,
-21,"FT8","14.074998","2025-11-03 08:26:14","Argentina",1762158374,"LU7DZ","GF11FX","PY2GZ","GG66pr",,100,
,"FT8","14.075000","2025-11-03 08:56:00","Argentina",1762160160,"LU7DZ","GF11FX","UACNJ","FN20mv","No antenna information",100,
-18,"FT8","14.075004","2025-11-03 08:56:00","Argentina",1762160160,"LU7DZ","GF11FX","KQ2Y","FN31gn09","Various",100,
-5,"FT8","14.075002","2025-11-03 08:56:00","Argentina",1762160160,"LU7DZ","GF11FX","PP5ZX","GG43no","R-8 vertical",100,
-17,"FT8","14.074999","2025-11-03 08:56:11","Argentina",1762160171,"LU7DZ","GF11FX","N1KDO","EM74sa30","20/17 fan dipole",100,
-10,"FT8","14.075021","2025-11-03 08:56:14","Argentina",1762160174,"LU7DZ","GF11FX","WA2VNV","FN30kv56",,100,
-13,"FT8","14.075113","2025-11-03 08:56:27","Japan",1762160187,"JE6HGL","PM52QC","LU7DZ","GF11FX",,339,
-8,"FT8","14.075002","2025-11-03 09:26:30","Argentina",1762161990,"LU7DZ","GF11FX","PP5ZX","GG43no","R-8 vertical",100,
-11,"FT8","14.075001","2025-11-03 09:26:45","Argentina",1762162005,"LU7DZ","GF11FX","N0UMF","EM39NP",,100,
-14,"FT8","14.075069","2025-11-03 09:35:12","Argentina",1762162512,"LU7DZ","GF11FX","PY1KV","GG87FG57",,100,
-19,"FT8","14.075070","2025-11-03 10:06:41","Argentina",1762164401,"LU7DZ","GF11FX","PY1KV","GG87FG57",,100,
-17,"FT8","14.075000","2025-11-03 10:16:44","Argentina",1762165004,"LU7DZ","GF11FX","PP5AMP","GG52tn42",,100,
-16,"FT8","14.074987","2025-11-03 10:53:14","Argentina",1762167194,"LU7DZ","GF11FX","CE4RWS","FF44en72","BB7V Vertical Antenna",100,
-18,"FT8","14.074206","2025-11-03 12:08:42","Chile",1762171722,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-10,"FT8","14.075030","2025-11-03 12:46:14","Argentina",1762173974,"LU7DZ","GF11FX","LU6YR","FF51wb",,100,
-10,"FT8","14.075006","2025-11-03 12:46:15","Argentina",1762173975,"LU7DZ","GF11FX","LU1HIP","FF78uu","IC 78, DIPOLE EXTENDED EAST TO WEST10,15,20, 40 M",100,
-5,"FT8","14.075000","2025-11-03 13:07:30","Argentina",1762175250,"LU7DZ","GF11FX","LU1HCW","FF77oi","DIPOLO-20  40 ",100,
-9,"FT8","14.075030","2025-11-03 13:07:44","Argentina",1762175264,"LU7DZ","GF11FX","LU6YR","FF51wb",,100,
-21,"FT8","14.075037","2025-11-03 13:16:14","Argentina",1762175774,"LU7DZ","GF11FX","LU4YS","FF51ua",,100,
-3,"FT8","14.075052","2025-11-03 13:17:15","Argentina",1762175835,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-12,"FT8","14.075000","2025-11-03 13:32:30","Argentina",1762176750,"LU7DZ","GF11FX","LU1HCW","FF77oi","DIPOLO-20  40 ",100,
-8,"FT8","14.075030","2025-11-03 13:32:44","Argentina",1762176764,"LU7DZ","GF11FX","LU6YR","FF51wb",,100,
-4,"FT8","14.075053","2025-11-03 13:38:45","Argentina",1762177125,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-8,"FT8","14.075058","2025-11-03 14:02:45","Argentina",1762178565,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-14,"FT8","7.074953","2025-11-03 14:02:45","Argentina",1762178565,"LU7DZ","GF11FX","LU6JAM","GF08"," ",100,
-7,"FT8","14.075060","2025-11-03 14:23:15","Argentina",1762179795,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-23,"FT8","14.075039","2025-11-03 14:30:44","Argentina",1762180244,"LU7DZ","GF11FX","LU4YS","FF51ua",,100,
-5,"FT8","14.075059","2025-11-03 14:53:15","Argentina",1762181595,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-6,"FT8","14.075063","2025-11-03 15:14:45","Argentina",1762182885,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-19,"FT8","14.075039","2025-11-03 15:19:44","Argentina",1762183184,"LU7DZ","GF11FX","LU4YS","FF51ua",,100,
-11,"FT8","14.075066","2025-11-03 15:39:15","Argentina",1762184355,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-18,"FT8","14.075007","2025-11-03 15:46:13","Argentina",1762184773,"LU7DZ","GF11FX","LW2DAF","GF05rk","YAGI LFA 5 elem 100w",100,
-13,"FT8","14.075016","2025-11-03 15:53:30","Argentina",1762185210,"LU7DZ","GF11FX","CX8BIT","GF15wc","MLA-30+ | Common Mode Choke | Distill AM | HF LPF",100,
-12,"FT8","14.075065","2025-11-03 16:01:45","Argentina",1762185705,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-7,"FT8","14.075007","2025-11-03 16:09:43","Argentina",1762186183,"LU7DZ","GF11FX","LW2DAF","GF05rk","YAGI LFA 5 elem 100w",100,
-16,"FT8","14.075000","2025-11-03 16:22:01","Argentina",1762186921,"LU7DZ","GF11FX","LU3HO/M","FF54FM","long wire",100,
-9,"FT8","14.075062","2025-11-03 16:22:15","Argentina",1762186935,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-11,"FT8","14.075006","2025-11-03 16:46:13","Argentina",1762188373,"LU7DZ","GF11FX","LW2DAF","GF05rk","YAGI LFA 5 elem 100w",100,
-5,"FT8","14.075063","2025-11-03 16:50:45","Argentina",1762188645,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-16,"FT8","14.075007","2025-11-03 17:10:13","Argentina",1762189813,"LU7DZ","GF11FX","LW2DAF","GF05rk","YAGI LFA 5 elem 100w",100,
-19,"FT8","14.074995","2025-11-03 17:12:13","Argentina",1762189933,"LU7DZ","GF11FX","LU6ABT","GF05ri",,100,
-8,"FT8","14.075067","2025-11-03 17:12:45","Argentina",1762189965,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-22,"FT8","14.075040","2025-11-03 17:24:14","Argentina",1762190654,"LU7DZ","GF11FX","LU4YS","FF51ua",,100,
-10,"FT8","14.075007","2025-11-03 17:30:13","Argentina",1762191013,"LU7DZ","GF11FX","LW2DAF","GF05rk","YAGI LFA 5 elem 100w",100,
-9,"FT8","14.075016","2025-11-03 17:32:30","Argentina",1762191150,"LU7DZ","GF11FX","CX8BIT","GF15wc","MLA-30+ | Common Mode Choke | Distill AM | HF LPF",100,
-9,"FT8","14.075068","2025-11-03 17:32:45","Argentina",1762191165,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-14,"FT8","14.075007","2025-11-03 17:42:44","Argentina",1762191764,"LU7DZ","GF11FX","CX7BBR","GF15wc",,100,
-4,"FT8","14.075007","2025-11-03 17:50:43","Argentina",1762192243,"LU7DZ","GF11FX","LW2DAF","GF05rk","YAGI LFA 5 elem 100w",100,
-8,"FT8","14.075067","2025-11-03 17:57:15","Argentina",1762192635,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-14,"FT8","14.075000","2025-11-03 18:08:00","Argentina",1762193280,"LU7DZ","GF11FX","LU4EEC","GF05ri","NOW TRYING A Wide Bandwidth Active Loop Receiving Antenna.",100,
-12,"FT8","14.075000","2025-11-03 18:18:30","Argentina",1762193910,"LU7DZ","GF11FX","LU3HO/M","FF54FM","long wire",100,
-4,"FT8","14.075066","2025-11-03 18:18:45","Argentina",1762193925,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-15,"FT8","14.074955","2025-11-03 18:28:42","Argentina",1762194522,"LU7DZ","GF11FX","CE8EIO","FD46NX",,100,
-14,"FT8","14.075000","2025-11-03 18:31:03","Argentina",1762194663,"LU7DZ","GF11FX","LU4EEC","GF05ri","NOW TRYING A Wide Bandwidth Active Loop Receiving Antenna.",100,
-12,"FT8","14.075000","2025-11-03 18:54:00","Argentina",1762196040,"LU7DZ","GF11FX","LU4EEC","GF05ri","NOW TRYING A Wide Bandwidth Active Loop Receiving Antenna.",100,
-3,"FT8","14.075066","2025-11-03 18:54:15","Argentina",1762196055,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-16,"FT8","14.074949","2025-11-03 19:04:12","Argentina",1762196652,"LU1HB","FF78lg","LU7DZ","GF11FX",,100,
-18,"FT8","14.075002","2025-11-03 19:10:41","Argentina",1762197041,"LU7DZ","GF11FX","CE5CSV","FF32tm76","MFJ-1835",100,
-20,"FT8","14.075006","2025-11-03 19:10:44","Argentina",1762197044,"LU7DZ","GF11FX","PP5ZP","GG53lc08","Log Periodica- LS86",100,
-17,"FT8","14.075000","2025-11-03 19:20:30","Argentina",1762197630,"LU7DZ","GF11FX","LU4EEC","GF05ri","NOW TRYING A Wide Bandwidth Active Loop Receiving Antenna.",100,
-4,"FT8","14.075071","2025-11-03 19:20:45","Argentina",1762197645,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-17,"FT8","14.074967","2025-11-03 19:35:41","Argentina",1762198541,"LU7DZ","GF11FX","LU8GCJ","GG02MN",,100,
-8,"FT8","14.075071","2025-11-03 19:40:45","Argentina",1762198845,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-20,"FT8","14.075001","2025-11-03 19:40:45","Argentina",1762198845,"LU7DZ","GF11FX","PY2AMP","GG66sm",,100,
-18,"FT8","14.074967","2025-11-03 20:01:44","Argentina",1762200104,"LU7DZ","GF11FX","LU8GCJ","GG02MN",,100,
-18,"FT8","14.075057","2025-11-03 20:09:57","Falkland Islands",1762200597,"VP8THW","GD18BH","LU7DZ","GF11FX",,141,
-10,"FT8","14.075009","2025-11-03 20:14:14","Argentina",1762200854,"LU7DZ","GF11FX","PP5ZP","GG53lc08","Log Periodica- LS86",100,
-16,"FT8","14.075110","2025-11-03 20:22:27","Argentina",1762201347,"LU6FSD","FF97PB","LU7DZ","GF11FX",,100,
3,"FT8","14.075004","2025-11-03 20:33:11","Argentina",1762201991,"LU7DZ","GF11FX","LU6FSD","FF97PB","DIPOLE",100,
-17,"FT8","14.075001","2025-11-03 20:33:12","Argentina",1762201992,"LU7DZ","GF11FX","VP8LP","GD18bh73",,100,
-2,"FT8","14.075067","2025-11-03 20:40:15","Argentina",1762202415,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-18,"FT8","14.074970","2025-11-03 20:41:42","Argentina",1762202502,"LU7DZ","GF11FX","LU8GCJ","GG02MN",,100,
-5,"FT8","14.075008","2025-11-03 20:44:14","Argentina",1762202654,"LU7DZ","GF11FX","LW8EXY","GF11fw",,100,
-14,"FT8","14.075007","2025-11-03 20:44:14","Argentina",1762202654,"LU7DZ","GF11FX","LU2DGZ","GF12fa","delta",100,
-15,"FT8","14.075065","2025-11-03 20:51:12","Argentina",1762203072,"LU7DZ","GF11FX","LU2FWK","FF97PC",,100,
-11,"FT8","14.075000","2025-11-03 20:52:01","Argentina",1762203121,"LU7DZ","GF11FX","LU3HO/M","FF54FM","long wire",100,
-10,"FT8","14.075005","2025-11-03 21:08:14","Argentina",1762204094,"LU7DZ","GF11FX","LU6FSD","FF97PB","DIPOLE",100,
-7,"FT8","14.075072","2025-11-03 21:08:15","Argentina",1762204095,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-19,"FT8","14.075339","2025-11-03 21:17:28","Argentina",1762204648,"LU8GCJ","GG02MN","LU7DZ","GF11FX",,100,
-14,"FT8","14.075190","2025-11-03 21:44:27","Brazil",1762206267,"PP5ZP","GG53lc08","LU7DZ","GF11FX",,108,
-15,"FT8","14.075329","2025-11-03 21:50:58","Brazil",1762206658,"PY2KXH","GG66ph","LU7DZ","GF11FX",,108,
-14,"FT8","14.075112","2025-11-03 22:05:59","Argentina",1762207559,"LU6FSD","FF97PB","LU7DZ","GF11FX",,100,
-6,"FT8","14.075111","2025-11-03 22:28:59","Argentina",1762208939,"LU6FSD","FF97PB","LU7DZ","GF11FX",,100,
-13,"FT8","14.074596","2025-11-03 22:38:56","Brazil",1762209536,"PY1ZA","GG87jb29ib","LU7DZ","GF11FX",,108,
-14,"FT8","14.074818","2025-11-03 22:43:44","Chile",1762209824,"CE3UOB","FF46KO","LU7DZ","GF11FX",,112,
-11,"FT8","14.074717","2025-11-03 22:57:00","Argentina",1762210620,"LU5EW","GF12fa","LU7DZ","GF11FX",,100,
-4,"FT8","14.074839","2025-11-03 23:52:12","Brazil",1762213932,"PY3TX","GG40WB","LU7DZ","GF11FX",,108,
-14,"FT8","14.075227","2025-11-04 00:10:12","Argentina",1762215012,"LU1VDF","FE48GV","LU7DZ","GF11FX",,100,
-21,"FT8","14.074669","2025-11-04 00:10:14","Argentina",1762215014,"LU1NGP","FG72LM","LU7DZ","GF11FX",,100,
-17,"FT8","14.075212","2025-11-04 00:40:12","Argentina",1762216812,"LU1VDF","FE48GV","LU7DZ","GF11FX",,100,
-19,"FT8","14.074779","2025-11-04 00:53:42","Brazil",1762217622,"PY2ED","GG66pj83da","LU7DZ","GF11FX",,108,
-16,"FT8","14.074998","2025-11-04 00:56:43","Brazil",1762217803,"PY5TU","GG54JN","LU7DZ","GF11FX",,108,
-16,"FT8","14.075121","2025-11-04 01:04:29","Argentina",1762218269,"LW2DJM","GF12EA","LU7DZ","GF11FX",,100,
-19,"FT8","14.074952","2025-11-04 01:36:26","Chile",1762220186,"CE3PGM","FF46og","LU7DZ","GF11FX",,112,
-19,"FT8","14.075238","2025-11-04 01:36:43","Brazil",1762220203,"PY5TU","GG54JN","LU7DZ","GF11FX",,108,
-19,"FT8","14.074704","2025-11-04 01:56:58","Argentina",1762221418,"LU1KCQ","FG73ID","LU7DZ","GF11FX",,100,
-14,"FT8","14.074863","2025-11-04 02:16:58","Chile",1762222618,"CE2PQT","FF47FA","LU7DZ","GF11FX",,112,
-17,"FT8","14.074704","2025-11-04 02:17:26","Argentina",1762222646,"LU1KCQ","FG73ID","LU7DZ","GF11FX",,100,
-19,"FT8","14.074902","2025-11-04 02:35:42","Asiatic Russia",1762223742,"RK9UN","NO33ns44tt","LU7DZ","GF11FX",,15,
-12,"FT8","14.074862","2025-11-04 02:37:27","Chile",1762223847,"CE2PQT","FF47FA","LU7DZ","GF11FX",,112,
-21,"FT8","14.074347","2025-11-04 02:39:58","Chile",1762223998,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-19,"FT8","14.075189","2025-11-04 02:48:44","Chile",1762224524,"CE4HG","FF44dn","LU7DZ","GF11FX",,112,
-20,"FT8","14.074347","2025-11-04 03:00:28","Chile",1762225228,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-19,"FT8","14.075185","2025-11-04 03:23:29","Chile",1762226609,"CE4HG","FF44dn","LU7DZ","GF11FX",,112,
-18,"FT8","14.074346","2025-11-04 03:26:13","Chile",1762226773,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-19,"FT8","14.074717","2025-11-04 03:29:44","Brazil",1762226984,"PP5KE","GG52PM","LU7DZ","GF11FX",,108,
-15,"FT8","14.074345","2025-11-04 03:47:41","Chile",1762228061,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-21,"FT8","14.075194","2025-11-04 03:50:58","Chile",1762228258,"CE5CSV","FF32tm76","LU7DZ","GF11FX",,112,
-21,"FT8","14.074720","2025-11-04 03:53:15","Brazil",1762228395,"PP5KE","GG52PM","LU7DZ","GF11FX",,108,
-16,"FT8","14.074346","2025-11-04 04:18:12","Chile",1762229892,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-17,"FT8","14.074345","2025-11-04 04:41:13","Chile",1762231273,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-11,"FT8","14.074345","2025-11-04 05:01:13","Chile",1762232473,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-15,"FT8","14.074346","2025-11-04 05:25:42","Chile",1762233942,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-18,"FT8","14.074344","2025-11-04 05:49:11","Chile",1762235351,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-15,"FT8","14.074345","2025-11-04 06:12:44","Chile",1762236764,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-19,"FT8","14.074991","2025-11-04 07:53:26","Brazil",1762242806,"PY1SX","GG87MN","LU7DZ","GF11FX",,108,
-13,"FT8","14.074347","2025-11-04 09:14:13","Chile",1762247653,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-20,"FT8","14.074346","2025-11-04 09:39:12","Chile",1762249152,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-19,"FT8","14.074346","2025-11-04 10:19:15","Chile",1762251555,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-16,"FT8","14.075302","2025-11-04 10:32:27","Brazil",1762252347,"PY3IP","GG40LB","LU7DZ","GF11FX",,108,
-17,"FT8","14.074346","2025-11-04 10:39:11","Chile",1762252751,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-20,"FT8","14.075302","2025-11-04 11:05:26","Brazil",1762254326,"PY3IP","GG40LB","LU7DZ","GF11FX",,108,
-12,"FT8","14.074206","2025-11-04 11:09:26","Chile",1762254566,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-14,"FT8","14.074205","2025-11-04 11:29:29","Chile",1762255769,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-16,"FT8","14.074206","2025-11-04 11:57:26","Chile",1762257446,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-10,"FT8","14.074206","2025-11-04 12:22:00","Chile",1762258920,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-19,"FT8","14.074206","2025-11-04 12:42:27","Chile",1762260147,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-19,"FT8","14.074206","2025-11-04 13:05:28","Chile",1762261528,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-18,"FT8","14.074206","2025-11-04 13:34:58","Chile",1762263298,"CE3TSK","FF46PQ","LU7DZ","GF11FX",,112,
-15,"FT8","14.075000","2025-11-04 14:32:00","Argentina",1762266720,"LU7DZ","GF11FX","LU3HO/M","FF54FM","long wire",100,
-5,"FT8","14.075054","2025-11-04 14:32:15","Argentina",1762266735,"LU7DZ","GF11FX","CX6VM","GF27XU","Beverage",100,
-14,"FT8","14.075003","2025-11-04 14:56:32","Argentina",1762268192,"LU7DZ","GF11FX","PY2TB","GG76eo",10,100,
